Nodes	Activity
SPTSSA	0
SPTSSB	0
VAPA	0
VAPB	0
SLC12A3	0
CNOT7	0
PAN3	0
CNOT8	0
ELF3	0
NCF2	0
PGAM1	0
PGM1	0
TBCB	0
IGSF5	0
JAM2	0
JAM3	0
PAX2	0
HSF2	0
CETN1	0
CETN3	0
PCNT	0
COL11A1	0
COL11A2	0
COL24A1	0
COL27A1	0
COL5A1	0
COL5A2	0
COL5A3	0
TLL1	0
ACOT1	0
ACOT11	0
ACOT12	0
ACOT13	0
ACOT7	0
ANTXR1	0
ANTXR2	0
MYBPC3	0
PDHA2	0
PDHA1	0
SCARB1	0
PRDM1	0
GRIP2	0
SCIN	0
PLPP1	0
PLPP2	0
PLPP3	0
CAMSAP3	0
KLC2	0
KLC3	0
KLC4	0
PNPLA4	0
ATXN10	0
KIF2A	0
KIZ	0
PINX1	0
STAG2	0
TPT1	0
TRIOBP	0
CENPJ	0
GALM	0
CYP11B1	0
CYP17A1	0
MC5R	0
SRD5A1	0
SRD5A2	0
SRD5A3	0
POU2F2	0
PPP1R13B	0
FOXD3	0
MLX	0
MLXIP	0
GYS2	0
TRPM8	0
ELF1	0
SAR1A	0
ACACA	0
ACACB	0
HMGCR	0
MLYCD	0
PFKFB1	0
PFKFB4	0
ZNF692	0
AQP2	0
ATP2B1	0
ATP2B2	0
ATP2B3	0
CDK16	0
DSP	0
DUOX1	0
DYNLRB1	0
FXYD1	0
GJA5	0
GRIK2	0
HSPB6	0
KCNB1	0
KCNC2	0
KCNE1	0
KCNG2	0
KCNJ13	0
KCNK3	0
KCNK9	0
KCNN2	0
KCNS3	0
LCP1	0
MCOLN1	0
MYOM2	0
NEFL	0
NOLC1	0
ORAI1	0
PAX8	0
PDX1	0
PHOX2A	0
POLD3	0
PPP1R9B	0
SMG5	0
SOX9	0
TFAM	0
TPH2	0
ACO1	0
ADD1	0
ADD2	0
AQP1	0
CD38	0
CORO1B	0
CTPS1	0
EDF1	0
EWSR1	0
GJB1	0
HABP4	0
HMGN2	0
MARCKS	0
NOXO1	0
PLEK	0
TRPM4	0
CARD10	0
CARD14	0
KCNC4	0
NCF4	0
BAG3	0
DBI	0
ENOX2	0
FSCN1	0
G6PD	0
KCNJ1	0
MARCKSL1	0
PLSCR3	0
KCNJ8	0
OCLN	0
SLC25A31	0
SLC25A4	0
SLC25A5	0
SLC25A6	0
SLC4A3	0
TRPA1	0
VDAC2	0
VDAC3	0
APTX	0
EGR4	0
AQP9	0
MYH10	0
ARFIP1	0
PTRH2	0
HNRNPU	0
LIG4	0
BST1	0
FHOD1	0
GTF2IRD1	0
PTS	0
SLC6A4	0
TNNI1	0
PKD1	0
CNBP	0
TAF15	0
COPRS	0
HOXA9	0
STIP1	0
PROKR1	0
PROKR2	0
RAD21	0
GFRA4	0
PTH2R	0
ACTN4	0
RABGGTA	0
ROS1	0
HOXA10	0
PDCD10	0
STK25	0
FKBP4	0
CD72	0
SH3BP2	0
NSF	0
BICD1	0
DCTN2	0
DCTN3	0
DCTN4	0
DCTN5	0
DCTN6	0
DYNC1H1	0
DYNC1I1	0
DYNC1I2	0
DYNC1LI1	0
DYNC1LI2	0
GALNT1	0
GALNT2	0
COG1	0
COG2	0
COG3	0
COG4	0
COG5	0
COG6	0
COG7	0
COG8	0
GOLGA5	0
GOLIM4	0
GOSR1	0
ARFRP1	0
ARL1	0
GCC1	0
GOLGA1	0
GOLGA4	0
RGP1	0
RIC1	0
STX16	0
STX6	0
SYS1	0
TMF1	0
VPS51	0
VPS52	0
VPS53	0
VPS54	0
VTI1A	0
ATP6V0A1	0
ATP6V0D1	0
KLHL20	0
XRCC3	0
ID1	0
ABCC8	0
ATF7	0
SON	0
HES7	0
REST	0
OR10G2	0
OR10G6	0
OR11H2	0
OR11H7	0
OR14A2	0
OR14K1	0
OR1F12	0
OR2AJ1	0
OR2I1P	0
OR2J1	0
OR2T35	0
OR2T7	0
OR2W5	0
OR3A4P	0
OR4A4P	0
OR4A8	0
OR4C45	0
OR4C5	0
OR4K3	0
OR4Q2	0
OR51H1	0
OR51J1	0
OR52E5	0
OR6J1	0
OR8U8	0
DOK6	0
PLCD1	0
PLCD3	0
PLCD4	0
PLCL1	0
PLCL2	0
PLCZ1	0
MADCAM1	0
RAB5C	0
GLUD1	0
RXFP1	0
RXFP2	0
DHX33	0
HIST2H2AC	0
SRGAP2	0
ARHGAP24	0
MPRIP	0
RND3	0
WWC1	0
PSMC4	0
FDPS	0
SLC22A2	0
LGR4	0
LGR5	0
SAE1	0
UBA2	0
PPEF1	0
EFL1	0
CALHM1	0
NUDT16L1	0
SDCBP	0
LRP4	0
SDHB	0
BNIP1	0
STX18	0
USE1	0
EDEM1	0
SELE	0
SELP	0
PLXND1	0
PLXNC1	0
SEPT6	0
ACTR1A	0
AHI1	0
ALMS1	0
B9D1	0
B9D2	0
C2CD3	0
CC2D2A	0
CDK5RAP2	0
CEP131	0
CEP135	0
CEP152	0
CEP162	0
CEP164	0
CEP192	0
CEP41	0
CEP57	0
CEP63	0
CEP70	0
CEP72	0
CEP76	0
CEP78	0
CEP83	0
CEP89	0
FBF1	0
HAUS1	0
HAUS2	0
HAUS3	0
HAUS4	0
HAUS5	0
HAUS6	0
HAUS7	0
HAUS8	0
IQCB1	0
KIF24	0
NEDD1	0
NPHP4	0
ODF2	0
SCLT1	0
SDCCAG8	0
SFI1	0
SSNA1	0
TCTN1	0
TCTN2	0
TCTN3	0
TMEM216	0
TMEM67	0
TTBK2	0
HIST2H3C	0
HIST2H3D	0
NDRG2	0
FLII	0
TFRC	0
RBM4	0
ACSS2	0
ACSS1	0
IDH2	0
LBX1	0
ROBO4	0
ERCC4	0
TGIF2	0
HOXC8	0
ZEB1	0
UPF1	0
DERL1	0
TOMM40	0
TOMM40L	0
CRX	0
KLF6	0
ZBTB7A	0
HGFAC	0
HPN	0
CYP19A1	0
DGKA	0
EMD	0
GLRB	0
UGT2B7	0
VIL1	0
TWIST2	0
SRSF8	0
CCAR1	0
CD2BP2	0
HNRNPA0	0
HNRNPA2B1	0
HNRNPA3	0
HNRNPH2	0
HNRNPR	0
HNRNPUL1	0
PCBP1	0
PCBP2	0
PRPF40A	0
RBM5	0
RBMX	0
SNRNP70	0
SNRPA	0
SNRPC	0
SRRM2	0
SRRT	0
SUGP1	0
CRCP	0
BAG5	0
HSPH1	0
STAMBPL1	0
ORAI2	0
ORAI3	0
SNRK	0
STK38	0
STK38L	0
SLC6A1	0
GLIS3	0
ARSB	0
ARSD	0
ARSE	0
ARSF	0
ARSG	0
ARSH	0
ARSI	0
ARSJ	0
ARSK	0
STS	0
SUMF1	0
SLC4A1	0
DICER1	0
RAB35	0
RAB7B	0
RAB33A	0
DSTN	0
SEC16A	0
SEC16B	0
ADIRF	0
CDK19	0
FAM120B	0
MED10	0
MED11	0
MED13	0
MED13L	0
MED16	0
MED17	0
MED18	0
MED20	0
MED21	0
MED23	0
MED25	0
MED27	0
MED29	0
MED30	0
MED31	0
MED8	0
MED9	0
NR2C2AP	0
MYRIP	0
RAB27A	0
TNFRSF13B	0
TNFRSF17	0
TNFRSF18	0
TNFRSF4	0
TNFRSF8	0
TNFRSF9	0
TEP1	0
AGO1	0
ARID3A	0
BANP	0
CEBPZ	0
MOV10	0
PLAGL1	0
ZNF420	0
SDHA	0
SDHC	0
SDHD	0
PHOX2B	0
SLC5A5	0
SNRPA1	0
SNRPB2	0
SLC17A7	0
STX1B	0
STX2	0
STX3	0
STX10	0
VTI1B	0
ADAMTS1	0
SCNN1B	0
SCNN1D	0
SCNN1G	0
SLC12A6	0
CHRNA1	0
TEAD1	0
TEAD2	0
TEAD3	0
TEAD4	0
STX7	0
STX8	0
TIPIN	0
DNMT3A	0
